speed,acceleration,brake_force,steering_rate,following_distance,blink_frequency,risk_score,risk_label
20.2,0.22,0.002,24.9,28.3,11.1,0.0138,0
21.3,-1.09,0.153,2.5,1.0,27.9,0.2103,2
93.4,1.42,0.003,2.8,10.4,8.2,0.0704,0
58.8,-1.7,0.204,7.8,11.1,21.7,0.0956,0
129.8,0.4,0.003,8.5,52.4,25.6,0.1503,1
34.8,1.58,0.004,2.1,15.0,17.7,0.0581,0
19.9,0.23,0.0,7.3,10.5,9.5,0.1097,1
119.7,0.54,0.004,24.3,4.9,18.7,0.319,2
59.5,-0.49,0.09,8.8,46.3,9.3,0.0,0
59.3,-3.34,0.276,15.4,52.5,18.8,0.1081,1
6.2,-1.21,0.107,14.9,91.6,22.8,0.0,0
90.1,0.08,0.003,4.9,54.3,19.3,0.0909,0
54.8,-1.24,0.122,15.5,36.8,12.2,0.0231,0
29.4,0.87,0.006,17.6,17.0,14.3,0.0,0
73.1,-2.64,0.281,5.5,32.1,35.4,0.1263,1
107.3,-3.49,0.291,15.4,23.0,35.5,0.1849,1
57.7,1.25,0.007,50.1,34.7,17.1,0.0425,0
90.2,-0.56,0.086,10.0,30.6,13.7,0.0316,0
94.2,0.62,0.001,2.9,15.2,18.6,0.1227,1
11.3,-0.94,0.088,18.2,16.0,7.6,0.0239,0
23.5,1.02,0.0,1.3,26.4,13.0,0.0,0
38.7,2.44,0.005,6.9,50.2,28.3,0.0257,0
31.9,2.57,0.001,22.8,15.1,30.8,0.0796,0
67.8,-1.17,0.107,10.4,11.8,31.3,0.1601,1
104.7,-0.76,0.152,35.8,47.8,1.2,0.2971,2
75.5,0.31,0.001,5.0,8.6,23.3,0.1047,1
87.2,3.37,0.002,7.5,61.8,35.0,0.1077,1
87.6,-2.08,0.192,4.5,19.4,14.2,0.0,0
72.5,-2.06,0.326,10.6,11.3,31.7,0.1522,1
47.4,1.56,0.006,3.6,12.8,41.8,0.0946,0
29.0,-1.2,0.165,3.2,19.7,17.2,0.1047,1
50.3,1.19,0.007,13.4,9.7,35.1,0.0296,0
113.1,-1.05,0.149,37.1,37.3,8.7,0.1327,1
44.7,0.63,0.002,1.9,99.5,17.9,0.0046,0
12.3,-0.92,0.064,20.7,43.0,21.4,0.0,0
89.4,-1.81,0.135,27.6,3.3,36.6,0.2257,2
13.2,0.26,0.006,14.7,10.0,6.2,0.026,0
52.0,-2.18,0.314,5.0,18.1,37.0,0.0892,0
50.0,0.82,0.006,0.6,53.6,4.5,0.0711,0
60.4,-0.42,0.062,0.3,15.6,29.6,0.0587,0
33.4,-2.45,0.298,9.1,9.7,21.4,0.0526,0
57.6,0.54,0.003,15.5,37.4,31.6,0.1319,1
66.9,0.5,0.006,3.6,33.6,21.1,0.0715,0
10.4,-4.23,0.63,5.9,3.8,22.3,0.2572,2
25.0,-0.09,0.03,2.9,4.5,11.1,0.181,1
95.2,0.02,0.003,16.7,17.7,34.1,0.066,0
66.7,0.17,0.006,16.1,48.8,32.8,0.1216,1
85.6,-3.27,0.508,13.2,8.2,36.0,0.192,1
54.1,0.64,0.002,18.7,25.1,47.6,0.1629,1
137.4,0.92,0.004,1.7,14.0,28.3,0.2233,2
37.4,-1.69,0.283,5.9,1.0,5.7,0.327,2
143.8,-2.52,0.201,16.9,15.9,16.7,0.2864,2
28.3,-1.76,0.272,31.2,25.2,15.1,0.0104,0
93.1,0.23,0.0,16.4,50.3,19.9,0.1084,1
101.8,-2.23,0.188,22.4,8.5,50.7,0.2956,2
86.4,-2.44,0.233,0.2,22.3,22.0,0.0,0
85.0,3.78,0.006,14.2,65.2,43.5,0.1571,1
20.5,-0.01,0.005,1.5,23.0,31.0,0.038,0
80.7,-0.56,0.063,13.6,59.5,26.7,0.0009,0
33.3,-1.21,0.107,0.7,22.5,12.1,0.0,0
58.1,-0.76,0.108,3.5,23.6,33.3,0.1228,1
65.0,3.24,0.002,11.5,31.7,14.2,0.0863,0
103.1,1.47,0.004,2.2,34.7,30.1,0.1259,1
32.1,4.3,0.007,15.4,17.7,17.8,0.0317,0
12.3,0.71,0.0,0.9,26.1,3.5,0.0326,0
103.6,-1.72,0.166,17.6,29.8,18.6,0.1092,1
120.0,0.49,0.002,8.4,4.3,19.4,0.2944,2
107.4,0.99,0.001,0.2,9.1,16.5,0.0906,0
85.8,1.11,0.002,2.9,56.2,15.3,0.1161,1
101.6,-0.8,0.11,6.6,6.9,16.8,0.1456,1
91.0,3.25,0.003,10.3,25.4,18.2,0.0668,0
115.1,-2.29,0.16,11.2,1.4,22.5,0.4025,2
102.3,0.61,0.004,22.5,43.3,8.6,0.1464,1
36.8,-0.53,0.053,5.8,22.4,46.6,0.0652,0
70.6,-1.4,0.095,0.1,17.6,28.8,0.0619,0
139.6,0.44,0.006,3.1,33.8,20.2,0.1802,1
59.0,2.26,0.004,1.0,35.9,6.5,0.0513,0
86.2,0.73,0.003,18.2,7.1,7.4,0.2059,2
54.3,0.49,0.003,1.6,93.1,31.6,0.0,0
118.8,-3.64,0.498,4.4,60.6,23.8,0.2166,2
45.2,1.66,0.002,1.6,6.0,4.1,0.1497,1
69.9,-0.73,0.098,7.3,9.9,15.1,0.1042,1
8.9,0.96,0.002,2.2,11.8,8.6,0.0127,0
22.5,1.66,0.004,14.4,38.3,35.0,0.0337,0
147.8,0.35,0.001,6.8,10.2,30.6,0.3124,2
99.1,-3.6,0.405,6.9,27.7,2.2,0.1611,1
49.3,2.55,0.001,30.2,26.8,19.5,0.0329,0
46.3,3.25,0.003,3.9,20.9,31.0,0.041,0
78.9,1.46,0.001,4.8,24.2,34.5,0.0753,0
106.7,-1.31,0.187,9.0,6.4,17.0,0.1732,1
12.1,2.21,0.001,4.2,4.1,25.5,0.1437,1
71.4,-0.51,0.089,17.7,10.2,21.7,0.0891,0
43.3,-0.12,0.032,7.9,16.7,12.7,0.0472,0
119.7,2.16,0.002,0.0,19.1,14.8,0.1645,1
25.4,1.17,0.003,3.9,4.8,11.6,0.1805,1
51.9,-4.24,0.333,6.9,30.1,21.9,0.0888,0
33.6,0.37,0.003,15.2,2.6,19.3,0.185,1
76.4,2.13,0.001,13.5,108.3,22.8,0.1479,1
14.8,-2.45,0.261,11.1,39.1,31.8,0.1153,1
70.9,1.76,0.004,18.0,58.1,19.0,0.041,0
50.6,-3.01,0.453,2.4,15.6,33.6,0.0939,0
60.4,-0.39,0.049,6.2,76.9,16.9,0.067,0
48.8,0.97,0.001,7.8,103.8,19.2,0.045,0
43.3,-0.46,0.07,36.3,16.1,23.1,0.0669,0
44.3,2.12,0.002,37.4,45.3,29.7,0.2028,2
57.3,-2.55,0.392,6.9,27.8,21.8,0.0332,0
53.9,1.47,0.005,1.5,5.7,18.7,0.0407,0
18.0,0.1,0.003,21.9,12.9,29.3,0.016,0
37.6,-1.53,0.173,0.3,31.5,10.7,0.0765,0
21.0,0.79,0.007,6.0,4.3,26.9,0.0487,0
26.4,-0.13,0.036,6.9,9.7,26.1,0.0,0
115.0,2.66,0.003,1.6,10.0,27.0,0.1479,1
47.3,1.05,0.006,4.6,13.4,29.0,0.053,0
77.1,0.74,0.001,11.1,1.0,23.6,0.228,2
57.1,-1.21,0.123,12.0,9.0,46.5,0.1647,1
7.6,0.26,0.006,15.1,5.9,23.5,0.206,2
28.0,-1.04,0.146,8.5,70.1,12.8,0.0223,0
64.7,-0.11,0.016,3.5,45.0,19.8,0.0,0
27.7,2.24,0.006,0.1,18.7,14.8,0.0625,0
46.1,-0.51,0.092,9.3,2.4,15.2,0.1839,1
79.1,-2.6,0.181,8.3,73.3,15.6,0.1009,1
124.4,0.89,0.007,10.0,12.4,27.5,0.1485,1
67.6,1.42,0.003,26.7,36.7,4.2,0.105,1
85.0,2.86,0.006,2.7,6.4,5.1,0.1831,1
65.0,1.56,0.003,12.3,24.8,7.5,0.011,0
76.9,-0.49,0.088,2.2,14.4,18.6,0.0771,0
50.6,0.47,0.004,15.4,17.7,2.0,0.1047,1
132.5,0.7,0.007,0.3,5.6,14.7,0.2597,2
41.1,0.78,0.005,3.1,51.5,32.9,0.0195,0
61.2,-4.45,0.524,3.0,29.1,22.2,0.1336,1
107.4,-1.03,0.122,18.9,13.2,41.1,0.2536,2
47.9,0.86,0.001,7.9,11.4,23.2,0.0,0
87.1,1.98,0.002,5.3,1.5,3.8,0.2923,2
121.2,-1.14,0.086,2.8,12.5,20.3,0.1339,1
86.3,-0.75,0.12,3.9,6.4,52.9,0.2259,2
35.3,-0.43,0.052,12.8,46.1,19.5,0.0755,0
96.0,-0.24,0.038,19.0,8.8,33.6,0.1855,1
30.5,1.54,0.003,1.0,21.8,9.2,0.0716,0
39.4,-1.33,0.125,0.1,26.1,13.4,0.1351,1
67.0,1.56,0.002,8.0,23.7,1.9,0.1384,1
4.4,2.55,0.0,18.2,24.2,16.7,0.046,0
132.8,-0.71,0.068,0.2,38.7,9.8,0.1909,1
61.3,-0.77,0.087,8.6,14.6,27.4,0.0426,0
90.0,0.28,0.006,16.9,4.2,22.4,0.1917,1
78.6,-1.06,0.137,1.2,17.1,16.8,0.117,1
111.5,-0.16,0.042,4.5,1.0,20.1,0.2263,2
103.8,-2.65,0.188,1.1,32.5,15.8,0.1316,1
36.3,1.54,0.001,0.4,2.5,5.4,0.2113,2
107.7,2.99,0.001,6.8,8.3,14.6,0.162,1
125.0,-1.21,0.175,10.9,10.9,6.3,0.1762,1
54.5,-2.96,0.345,25.6,48.2,43.1,0.2355,2
116.6,1.66,0.002,3.7,36.7,18.1,0.0686,0
60.2,-0.75,0.132,3.0,50.1,9.8,0.0,0
80.0,-1.2,0.146,9.8,120.0,22.1,0.0433,0
22.1,-0.22,0.055,29.4,21.0,29.2,0.0666,0
136.4,-2.2,0.294,2.1,3.9,39.0,0.4008,2
13.7,0.87,0.005,1.3,17.2,26.6,0.0,0
25.3,-2.28,0.371,18.5,47.7,31.6,0.072,0
68.8,-2.13,0.208,1.4,8.8,18.3,0.077,0
49.9,-2.16,0.365,5.7,21.5,8.2,0.0281,0
70.0,0.3,0.007,15.2,4.2,50.3,0.2899,2
28.7,-3.26,0.54,4.7,4.2,17.6,0.2241,2
116.6,3.76,0.006,10.5,23.1,34.9,0.2262,2
49.4,-0.68,0.078,15.7,72.4,29.5,0.0465,0
84.4,-3.81,0.58,7.8,7.5,38.3,0.2828,2
82.4,-1.91,0.32,2.2,28.7,33.0,0.1436,1
133.4,1.08,0.002,2.6,38.3,20.4,0.2213,2
105.0,2.43,0.002,41.1,7.5,6.4,0.2296,2
45.2,0.29,0.007,16.7,6.9,24.1,0.0,0
57.3,0.15,0.001,3.8,40.8,10.9,0.0,0
55.6,-2.75,0.433,2.0,1.8,12.7,0.1944,1
56.4,2.68,0.007,3.3,9.8,2.7,0.1539,1
85.7,1.0,0.0,17.2,18.5,13.1,0.0473,0
43.1,0.58,0.006,9.0,7.8,29.9,0.0934,0
127.7,0.03,0.005,11.7,2.7,29.3,0.3186,2
2.7,0.96,0.003,10.7,56.9,16.3,0.0634,0
26.4,-1.44,0.175,19.3,15.0,22.6,0.0722,0
61.3,1.69,0.003,44.2,4.5,37.0,0.3038,2
98.4,1.45,0.001,10.0,88.7,10.2,0.0657,0
32.1,-0.18,0.034,9.3,58.9,20.2,0.0705,0
136.6,-0.49,0.08,1.2,8.0,7.9,0.2225,2
76.4,-3.89,0.64,25.4,1.0,22.5,0.3676,2
93.7,-3.12,0.547,0.6,9.8,0.0,0.3201,2
56.9,0.98,0.002,11.3,2.7,21.6,0.1778,1
8.8,1.63,0.004,13.6,14.4,36.3,0.1107,1
22.9,1.93,0.005,4.0,20.8,16.8,0.0,0
66.6,-2.42,0.295,1.1,1.5,53.4,0.3244,2
40.8,4.13,0.002,5.5,95.4,8.9,0.0965,1
74.1,1.8,0.004,2.7,17.2,21.6,0.0922,0
88.1,-1.03,0.098,9.0,26.5,29.0,0.0529,0
69.7,0.29,0.0,0.4,7.7,32.1,0.1592,1
32.8,-3.06,0.239,0.5,22.9,35.4,0.0675,0
53.5,-1.11,0.189,8.5,16.3,43.8,0.1208,1
59.3,0.97,0.0,1.5,48.4,5.3,0.0982,1
34.4,0.11,0.005,4.5,6.1,32.2,0.1179,1
86.6,3.14,0.0,20.8,1.0,14.1,0.3115,2
67.6,-2.66,0.225,0.3,5.0,14.6,0.1501,1
85.1,-0.21,0.033,1.6,6.4,0.0,0.1896,1
52.4,-2.05,0.305,23.6,14.5,16.8,0.1178,1
35.4,2.76,0.007,4.8,11.8,44.1,0.1455,1
96.4,0.48,0.005,4.6,8.0,39.0,0.1676,1
85.1,0.02,0.001,8.1,8.6,20.5,0.1518,1
88.2,-0.24,0.058,5.8,5.7,33.6,0.1415,1
73.2,-1.58,0.241,14.9,2.0,13.4,0.245,2
99.4,2.16,0.007,3.3,37.3,35.3,0.1531,1
109.7,0.31,0.003,1.6,1.0,22.2,0.2885,2
48.6,0.44,0.003,8.1,24.6,26.9,0.0,0
118.9,1.05,0.004,6.4,49.5,14.6,0.0779,0
97.0,-1.55,0.248,4.5,11.8,25.2,0.131,1
87.3,3.59,0.001,4.7,23.2,50.6,0.2061,2
62.8,2.83,0.006,24.1,24.6,30.4,0.0975,1
148.1,-0.06,0.016,15.8,3.2,14.5,0.3481,2
124.2,-0.54,0.087,2.2,6.3,0.0,0.294,2
121.3,1.15,0.007,5.9,5.9,13.0,0.1903,1
86.0,2.02,0.004,14.0,3.0,21.0,0.14,1
108.9,3.15,0.002,7.3,27.2,14.3,0.1485,1
115.2,1.16,0.0,27.1,15.5,21.3,0.1091,1
66.8,0.25,0.005,12.4,11.7,37.5,0.1256,1
60.8,0.25,0.004,1.5,50.1,30.2,0.0335,0
23.8,-3.39,0.376,5.1,73.8,1.8,0.1553,1
56.5,-0.77,0.153,19.5,16.8,18.9,0.0708,0
88.7,0.65,0.003,5.1,46.4,48.8,0.1744,1
61.7,-4.06,0.458,7.1,61.5,0.0,0.2087,2
41.4,0.32,0.001,16.9,9.3,51.2,0.121,1
109.7,-1.46,0.118,0.2,1.0,37.9,0.3586,2
88.0,2.84,0.004,0.8,32.3,3.0,0.117,1
46.6,-0.51,0.088,3.1,8.9,1.6,0.0933,0
47.8,-0.47,0.078,14.5,1.0,11.6,0.1954,1
43.2,-0.25,0.034,3.2,12.8,8.4,0.0163,0
68.6,-0.01,0.028,5.3,16.4,19.8,0.0247,0
121.5,1.43,0.006,4.2,12.5,1.5,0.2575,2
60.2,-0.62,0.1,16.1,8.1,15.7,0.1108,1
58.4,0.04,0.006,9.3,48.8,19.4,0.0549,0
71.6,1.44,0.004,2.5,17.8,23.8,0.0566,0
51.2,0.02,0.0,21.5,39.0,29.3,0.0272,0
54.4,1.18,0.003,0.1,10.3,27.2,0.1017,1
45.2,-0.8,0.107,5.4,9.0,29.5,0.1482,1
54.9,0.63,0.005,15.9,40.4,6.7,0.0,0
58.9,2.36,0.001,6.2,59.7,21.3,0.1021,1
25.2,1.08,0.004,3.3,32.6,18.6,0.0491,0
71.1,-3.37,0.235,25.1,10.3,14.5,0.166,1
136.8,1.0,0.001,11.0,70.3,14.1,0.1855,1
89.2,-2.08,0.316,7.8,34.3,32.2,0.1221,1
57.2,-1.66,0.248,26.2,23.7,9.6,0.0581,0
76.8,0.89,0.005,24.0,18.3,0.0,0.1462,1
46.4,-1.75,0.198,4.2,25.2,13.0,0.0695,0
23.4,-2.0,0.232,4.3,1.1,7.1,0.1721,1
83.2,-0.01,0.01,3.5,26.3,28.1,0.0416,0
75.3,-1.1,0.139,3.3,8.5,18.5,0.049,0
18.4,-2.93,0.316,1.5,13.1,27.3,0.0804,0
94.3,1.0,0.005,10.2,21.7,12.9,0.1119,1
126.8,1.77,0.001,3.6,8.9,11.0,0.1572,1
84.5,1.63,0.006,5.9,5.5,33.0,0.0494,0
67.1,-1.62,0.183,6.5,5.9,32.7,0.2302,2
108.5,0.74,0.007,11.1,88.4,19.3,0.0873,0
121.6,-0.89,0.113,17.4,4.2,16.8,0.292,2
22.2,-2.28,0.295,34.7,34.3,10.1,0.0479,0
47.6,-1.35,0.141,5.8,68.5,15.6,0.0168,0
50.0,-5.07,0.572,19.2,56.2,23.0,0.1993,2
94.7,-1.9,0.306,7.6,19.4,35.8,0.1359,1
26.3,-2.64,0.36,27.2,11.6,24.0,0.1612,1
54.0,0.37,0.006,14.3,16.2,4.2,0.0256,0
84.4,0.52,0.005,11.6,1.0,2.0,0.3833,2
53.0,-3.04,0.354,5.4,27.8,24.1,0.0787,0
53.5,1.49,0.003,3.6,23.4,34.6,0.0061,0
77.0,-1.09,0.14,16.4,14.0,26.7,0.129,1
56.6,-1.92,0.187,8.7,92.4,49.6,0.0365,0
54.0,-3.22,0.486,0.8,4.8,21.0,0.1644,1
54.7,-1.44,0.196,5.7,21.8,14.4,0.0,0
81.4,-0.25,0.043,1.6,20.4,21.3,0.0514,0
97.3,1.79,0.003,0.3,2.8,48.0,0.2172,2
18.6,-0.19,0.036,48.5,16.1,25.9,0.0269,0
92.5,-0.57,0.072,7.8,1.2,0.0,0.2958,2
134.0,1.04,0.001,16.7,13.8,19.6,0.1902,1
74.1,0.25,0.006,6.0,1.0,32.4,0.2503,2
34.3,-2.71,0.25,10.1,4.1,26.2,0.1805,1
104.1,-0.79,0.095,46.4,15.4,3.8,0.1985,2
86.6,-1.04,0.107,10.6,34.3,25.7,0.0513,0
94.2,-0.27,0.047,1.8,17.6,18.3,0.0786,0
63.6,-0.86,0.163,15.4,18.9,19.9,0.0605,0
122.1,-1.45,0.196,26.5,11.9,17.7,0.1743,1
86.6,2.64,0.001,3.9,23.2,19.4,0.0917,0
92.2,-0.08,0.022,2.5,42.9,17.3,0.0642,0
78.4,0.86,0.001,3.1,59.6,23.3,0.0499,0
79.0,-0.21,0.053,1.8,120.0,47.3,0.1898,1
1.8,1.47,0.003,2.4,34.9,5.0,0.015,0
32.7,-0.16,0.013,11.7,3.0,22.1,0.1616,1
109.6,1.75,0.0,4.6,4.0,25.4,0.2666,2
114.8,-5.17,0.514,21.7,17.2,25.6,0.2841,2
34.5,0.18,0.005,4.4,28.1,11.7,0.0126,0
63.5,0.47,0.002,25.0,3.4,14.9,0.1691,1
87.1,0.55,0.006,1.4,12.7,29.7,0.1053,1
20.3,-1.95,0.317,0.3,21.9,22.0,0.0569,0
19.1,-1.3,0.229,15.3,5.6,18.8,0.1528,1
114.0,-1.88,0.27,14.6,30.0,16.3,0.2199,2
118.2,0.88,0.007,12.0,10.3,24.9,0.1489,1
68.2,1.63,0.004,5.5,7.9,19.0,0.0616,0
100.4,-2.96,0.499,2.2,1.9,30.0,0.293,2
73.0,0.37,0.006,2.6,28.7,11.1,0.0787,0
89.0,-1.56,0.186,16.1,6.1,17.0,0.2207,2
62.5,3.15,0.004,28.3,3.2,32.8,0.2491,2
73.8,1.01,0.005,30.2,9.0,53.6,0.2406,2
96.7,-0.63,0.085,4.7,32.7,6.0,0.0494,0
36.9,-0.24,0.023,10.6,8.3,36.8,0.1295,1
44.8,2.33,0.003,3.7,1.0,2.1,0.3434,2
7.9,0.1,0.002,19.2,23.4,26.7,0.028,0
73.9,-3.22,0.383,9.0,21.7,12.2,0.1201,1
99.6,2.73,0.006,19.7,50.7,14.6,0.095,0
21.0,1.46,0.003,13.7,4.5,17.3,0.1937,1
62.7,-0.97,0.138,2.8,74.2,11.7,0.0078,0
102.8,1.08,0.001,0.3,1.3,16.0,0.2627,2
53.3,-1.1,0.169,40.9,21.0,9.9,0.0982,1
10.6,-1.15,0.104,6.1,37.9,4.0,0.0212,0
59.0,-0.22,0.055,3.2,36.0,6.3,0.0,0
49.6,1.08,0.001,16.7,26.8,11.3,0.0622,0
27.9,0.85,0.006,1.9,82.3,15.5,0.0141,0
92.1,1.69,0.002,7.1,14.0,15.3,0.0876,0
38.9,0.85,0.006,5.4,26.8,3.9,0.0924,0
111.5,2.62,0.007,1.4,3.3,34.6,0.3077,2
58.0,3.1,0.003,11.2,11.0,34.1,0.1431,1
83.6,0.54,0.007,21.5,3.1,13.4,0.2021,2
77.1,-0.61,0.112,26.4,21.0,52.6,0.1743,1
13.8,-0.32,0.069,8.1,53.7,20.1,0.057,0
34.8,-3.47,0.493,0.1,11.1,19.3,0.0947,0
57.1,0.04,0.001,4.9,29.8,28.6,0.0871,0
34.8,-1.11,0.126,8.0,7.2,2.5,0.1056,1
70.6,-1.27,0.119,34.5,20.3,45.9,0.1709,1
72.4,-0.07,0.01,5.9,3.9,19.1,0.1613,1
41.8,-3.78,0.63,4.3,1.0,35.9,0.3211,2
78.8,-0.32,0.041,25.6,116.9,0.4,0.1449,1
40.2,0.37,0.007,5.8,45.7,35.7,0.0542,0
90.0,-2.76,0.378,31.3,24.9,11.8,0.1157,1
105.3,2.44,0.003,3.8,7.7,3.9,0.1723,1
46.7,0.8,0.002,13.7,34.2,13.3,0.0498,0
64.5,2.32,0.004,18.5,2.7,45.3,0.2652,2
67.6,0.78,0.006,21.8,25.0,20.3,0.0717,0
75.4,0.65,0.007,3.5,40.7,2.0,0.0364,0
73.7,2.74,0.003,41.3,28.0,0.8,0.1719,1
26.4,2.37,0.005,13.6,35.8,2.5,0.0444,0
17.6,3.49,0.002,1.6,1.9,14.9,0.2164,2
155.2,-0.22,0.048,14.3,1.0,37.3,0.4292,2
71.8,-1.43,0.196,18.0,14.1,26.1,0.0572,0
66.7,-2.08,0.328,2.0,39.2,41.5,0.1785,1
69.3,-1.76,0.25,1.9,8.9,27.5,0.0223,0
76.1,1.22,0.007,1.4,33.6,6.5,0.0,0
21.7,4.91,0.005,6.9,1.9,30.0,0.1871,1
54.2,2.72,0.004,12.6,26.6,15.4,0.04,0
46.0,-0.32,0.063,4.8,64.4,35.2,0.0196,0
16.2,1.38,0.006,0.6,15.4,32.6,0.0176,0
98.3,-1.0,0.098,4.5,1.5,5.5,0.338,2
103.0,-0.88,0.086,12.1,31.9,22.7,0.1238,1
85.5,-1.86,0.252,1.0,53.8,17.5,0.0137,0
62.6,-1.74,0.154,8.1,11.3,16.8,0.0583,0
22.9,1.0,0.006,9.3,11.6,37.7,0.1003,1
115.2,2.67,0.001,10.5,10.0,33.4,0.2137,2
18.2,1.87,0.001,4.2,2.8,40.3,0.1887,1
45.2,2.62,0.006,26.2,9.1,49.5,0.1878,1
123.3,1.41,0.004,52.9,13.8,17.9,0.2814,2
59.1,-0.06,0.012,18.1,13.6,3.0,0.07,0
31.5,-0.95,0.156,1.2,5.8,3.8,0.1457,1
95.5,1.04,0.003,3.1,20.3,3.4,0.1734,1
147.5,-3.02,0.281,2.2,19.4,19.0,0.246,2
69.4,-1.09,0.191,0.5,12.0,0.5,0.0905,0
124.9,-1.42,0.175,22.7,68.3,44.5,0.2133,2
75.8,2.24,0.003,2.1,84.1,13.4,0.0486,0
89.5,-2.48,0.239,4.7,28.5,17.8,0.1195,1
73.7,1.67,0.006,4.7,8.4,5.2,0.1507,1
146.2,0.7,0.002,15.0,69.6,39.2,0.3156,2
5.7,0.72,0.006,5.9,31.9,6.9,0.0,0
99.1,-0.84,0.122,4.6,14.5,3.5,0.1537,1
7.5,-2.63,0.301,3.1,52.8,38.4,0.1079,1
70.4,0.9,0.002,7.5,4.2,33.0,0.1264,1
59.8,1.59,0.005,1.2,27.3,33.2,0.009,0
70.6,0.89,0.007,9.6,8.1,21.9,0.0404,0
37.2,-0.26,0.039,17.3,20.0,10.6,0.0438,0
94.3,-2.05,0.232,26.2,8.6,33.7,0.2581,2
31.4,-1.12,0.115,10.0,21.7,18.7,0.0013,0
47.1,0.81,0.003,17.3,14.1,6.3,0.0504,0
33.5,-1.42,0.173,2.6,21.9,19.7,0.0272,0
110.6,-1.73,0.163,7.2,2.0,16.7,0.2862,2
34.9,-2.6,0.262,3.3,1.0,3.3,0.3252,2
148.3,0.96,0.004,65.0,38.2,21.9,0.3372,2
44.3,0.93,0.001,4.7,8.0,0.0,0.0458,0
49.8,2.08,0.004,2.5,29.7,4.8,0.067,0
94.6,-3.86,0.653,14.8,1.0,20.7,0.3334,2
90.0,2.11,0.007,6.1,27.1,13.7,0.0689,0
112.4,2.0,0.001,1.4,31.4,18.6,0.1391,1
111.2,2.18,0.006,15.5,30.8,36.4,0.1532,1
33.0,0.22,0.003,6.6,47.6,20.9,0.0,0
79.4,0.4,0.005,15.6,49.7,4.6,0.1435,1
84.3,0.39,0.007,13.9,5.6,46.1,0.2039,2
21.7,-1.64,0.257,8.4,21.6,40.5,0.1203,1
49.4,-1.57,0.172,12.7,1.0,38.5,0.2023,2
27.9,0.41,0.007,19.4,2.3,49.0,0.2929,2
69.0,-0.45,0.053,6.0,13.6,26.8,0.0665,0
15.1,1.29,0.001,31.3,1.0,27.8,0.2543,2
25.8,-0.64,0.088,2.0,10.6,16.6,0.0975,1
79.8,-2.64,0.438,34.9,25.5,5.5,0.1943,1
37.4,-2.56,0.393,2.7,42.2,35.5,0.059,0
20.1,-1.37,0.106,7.1,14.3,27.3,0.0021,0
91.8,1.31,0.007,6.3,16.6,1.2,0.1135,1
83.4,-0.93,0.129,0.6,1.0,13.0,0.2247,2
79.6,0.54,0.004,2.1,50.3,9.2,0.0024,0
49.4,-3.01,0.286,17.7,103.5,17.2,0.1474,1
65.1,0.29,0.0,3.2,15.0,42.4,0.0835,0
27.0,0.07,0.0,0.1,9.0,28.9,0.0824,0
102.1,2.14,0.005,17.4,4.8,1.7,0.2759,2
106.2,0.28,0.004,30.4,32.3,27.9,0.09,0
67.2,1.37,0.001,7.6,13.2,7.5,0.0,0
105.4,3.5,0.006,9.1,10.3,19.1,0.1432,1
26.6,0.07,0.004,1.2,22.3,17.2,0.0,0
152.6,2.76,0.006,29.4,41.7,48.8,0.355,2
67.9,0.22,0.006,2.4,30.8,3.7,0.1405,1
49.9,-0.96,0.096,8.0,41.7,10.2,0.0267,0
57.4,-0.2,0.049,33.5,18.9,0.0,0.1504,1
109.9,-0.91,0.169,5.9,21.4,25.2,0.1652,1
112.6,-0.85,0.117,1.0,1.0,37.8,0.3033,2
72.5,-1.03,0.133,2.4,14.1,2.2,0.1564,1
47.3,-0.55,0.097,0.7,40.6,45.5,0.0884,0
37.1,1.28,0.003,5.2,24.2,21.7,0.0,0
99.0,-3.06,0.417,8.9,29.4,30.3,0.2136,2
99.0,0.52,0.002,6.0,4.0,16.8,0.1523,1
93.5,0.22,0.003,4.2,61.4,8.0,0.0083,0
88.2,2.49,0.002,1.8,34.6,29.1,0.0916,0
51.7,-0.66,0.062,12.0,56.9,50.4,0.0651,0
54.8,2.04,0.006,33.5,8.5,34.0,0.188,1
113.5,-1.55,0.204,4.0,21.9,28.0,0.1051,1
83.7,-0.82,0.103,7.4,40.7,52.9,0.1186,1
95.7,0.75,0.007,1.8,13.4,29.8,0.0443,0
72.2,1.09,0.005,0.8,10.4,39.4,0.136,1
85.5,-0.48,0.082,1.8,13.0,5.7,0.1288,1
130.7,0.4,0.005,1.0,25.3,13.2,0.0921,0
35.6,-0.3,0.056,9.6,11.5,19.4,0.0,0
25.4,1.42,0.002,10.6,6.2,23.9,0.1047,1
79.9,-0.26,0.048,65.0,17.7,30.9,0.2154,2
87.5,-0.4,0.061,48.0,1.8,2.8,0.3701,2
90.3,1.78,0.005,5.8,58.8,35.2,0.1359,1
85.4,0.38,0.006,2.6,67.5,14.8,0.0395,0
83.7,1.2,0.002,6.7,103.7,11.2,0.0302,0
72.1,4.5,0.007,22.8,35.3,35.2,0.1348,1
105.9,-3.57,0.572,11.5,40.5,5.7,0.2309,2
111.9,-1.85,0.194,9.7,45.6,7.5,0.1698,1
55.3,-1.67,0.17,11.9,4.8,11.2,0.1421,1
117.0,-1.54,0.251,1.7,5.7,17.6,0.1796,1
38.9,2.56,0.002,4.8,42.9,33.2,0.0734,0
